PLAYER NAME|CLUB|LEAGUE|POS|OVR|PAC|SHO|PAS|DRI|DEF|PHY
Lorenzo Pellegrini|Roma FC|Serie A TIM|CAM|92|92|90|92|94|84|88
Branco van den Boomen|Toulouse FC|Ligue 2 BKT|CM|92|99|90|91|93|74|88
Marko Livaja|Hajduk Split|Liga Hrvatska|ST|92|90|93|87|92|40|92
Lautaro Martínez|Inter|Serie A TIM|ST|92|93|90|88|92|53|92
Milan Škriniar|Inter|Serie A TIM|CB|92|90|92|81|91|38|93
Chris Smalling|Roma FC|Serie A TIM|CB|92|90|87|90|92|90|93
Amine Gouiri|OGC Nice|Ligue 1 Uber Eats|LM|92|98|93|90|91|45|85
Charles De Ketelaere|Club Brugge|1A Pro League|ST|92|92|90|88|90|36|73
Junya Ito|KRC Genk|1A Pro League|RW|92|90|89|92|93|83|86
Mario Balotelli|Adana Demirspor|Süper Lig|ST|92|88|84|89|90|92|90
Anthony Nwakaeme|Trabzonspor|Süper Lig|LW|92|97|90|89|93|56|77
Ludovic Ajorque|Strasbourg|Ligue 1 Uber Eats|ST|92|96|80|88|92|88|90
Seko Fofana|RC Lens|Ligue 1 Uber Eats|CM|92|99|88|90|95|58|74
Martin Terrier|Stade Rennais FC|Ligue 1 Uber Eats|LW|92|99|93|87|95|43|82
Heung Min Son|Spurs|Premier League|LM|92|93|80|92|95|89|92
Thomas Lemar|Atlético de Madrid|LaLiga Santander|CM|92|88|51|75|78|94|92
Fabinho|Liverpool|Premier League|CDM|92|87|85|88|93|90|91
Rodrygo|Real Madrid|LaLiga Santander|RW|92|91|89|92|94|45|78
Pedro Porro|Sporting CP|Liga Portugal|RWB|92|97|92|88|95|45|80
Rafa|SL Benfica|Liga Portugal|RM|92|88|49|70|75|93|92
Ansu Fati|FC Barcelona|LaLiga Santander|LW|92|99|89|90|97|52|70
Marcos Acuña|Sevilla FC|LaLiga Santander|LB|92|90|57|85|90|92|92
Ronald Araujo|FC Barcelona|LaLiga Santander|CB|92|94|90|86|93|60|83
Niklas Dorsch|FC Augsburg|Bundesliga|CDM|92|90|88|93|95|82|83
Paulinho|Leverkusen|Bundesliga|CAM|92|95|88|86|92|49|72
Romarinho|Al Ittihad|MBS Pro League|CAM|92|92|90|91|95|66|72
Niklas Süle|FC Bayern München|Bundesliga|CB|92|96|90|86|92|67|78
Moussa Diaby|Leverkusen|Bundesliga|RM|92|86|84|90|91|92|91
Evan Ndicka|Frankfurt|Bundesliga|CB|92|85|82|87|88|94|97
Dejan Kulusevski|Spurs|Premier League|RF|92|96|91|90|94|53|80
Christopher Nkunku|RB Leipzig|Bundesliga|ST|92|94|91|88|94|51|80
Raheem Sterling|Manchester City|Premier League|RW|92|98|91|86|97|43|87
Phil Foden|Manchester City|Premier League|CAM|92|94|87|86|92|48|81
Scott Twine|MK Dons|EFL League One|LW|92|76|78|89|87|86|83
Trent Alexander-Arnold|Liverpool|Premier League|RB|92|84|79|95|92|93|88
Declan Rice|West Ham|Premier League|CDM|92|92|93|81|93|50|81
Ibrahim Sangaré|PSV|Eredivisie|CDM|92|91|68|72|77|95|92
Yannick Carrasco|Atlético de Madrid|LaLiga Santander|LM|92|94|89|91|95|55|78
Serge Gnabry|FC Bayern München|Bundesliga|RM|92|86|50|75|81|93|90
Wilfried Zaha|Crystal Palace|Premier League|LF|92|84|80|86|90|93|89
Sadio Mané|Liverpool|Premier League|LW|92|91|90|94|92|55|78
Joshua Kimmich|FC Bayern München|Bundesliga|CDM|92|95|89|88|92|50|83
Sergio Busquets|FC Barcelona|LaLiga Santander|CDM|92|93|93|87|95|46|79
Robbie Keane|England Premier League|Premier League|ST|92|95|88|92|96|40|51
Iván Córdoba|Italy Serie A|Serie A TIM|CB|92|90|95|87|92|42|81
Joe Cole|England Premier League|Premier League|RW|92|93|90|90|91|37|86
Giorgio Chiellini|Piemonte Calcio|Serie A TIM|CB|92|91|91|90|95|60|73
Fernandinho|Manchester City|Premier League|CDM|92|88|95|88|92|50|77
Joaquín|Real Betis|LaLiga Santander|RM|92|94|93|80|91|47|80
Freddie Ljungberg|England Premier League|Premier League|LM|92|89|77|89|89|92|78
Wissam Ben Yedder|AS Monaco|Ligue 1 Uber Eats|ST|92|89|94|74|89|46|83
Lorenzo Insigne|Napoli|Serie A TIM|LW|92|92|94|79|89|48|91
Fabio Quagliarella|Sampdoria|Serie A TIM|ST|92|93|90|90|94|45|75
Memphis Depay|FC Barcelona|LaLiga Santander|CF|92|93|89|85|84|88|87
Coutinho|Aston Villa|Premier League|CAM|92|87|93|81|88|42|84
Robin van Persie|Icons|Icons|ST|92|86|95|92|95|46|86
Fernando Torres|Icons|Icons|ST|92|83|92|90|87|83|89
Philipp Lahm|Icons|Icons|CDM|92|85|95|79|82|54|88
Ian Rush|Icons|Icons|ST|92|80|90|92|84|67|84
Didier Drogba|Icons|Icons|ST|92|93|92|71|91|35|68
Kaká|Icons|Icons|CAM|92|85|53|68|69|93|92
Roberto Carlos|Icons|Icons|LB|92|90|95|74|89|36|77
Patrick Kluivert|Icons|Icons|ST|92|99|92|87|97|54|82
Sócrates|Icons|Icons|CAM|92|87|90|95|92|62|78
Michael Ballack|Icons|Icons|CM|92|80|90|85|91|42|82
Alan Shearer|Icons|Icons|ST|92|97|90|85|96|30|80
Paul Scholes|Icons|Icons|CM|92|89|94|84|89|35|76
Michael Owen|Icons|Icons|ST|92|94|89|88|93|47|76
Marcel Desailly|Icons|Icons|CB|92|83|77|80|81|92|88
Andriy Shevchenko|Icons|Icons|ST|92|90|88|91|94|76|86
Lucas Moura|Spurs|Premier League|RM|92|90|92|77|90|41|73
Christian Eriksen|Brentford|Premier League|CM|92|91|90|77|85|43|83
Karim Benzema|Real Madrid|LaLiga Santander|ST|92|85|94|76|87|41|86
Allan Saint-Maximin|Newcastle Utd|Premier League|ST|92|83|71|72|79|95|88
Cristiano Ronaldo|Manchester Utd|Premier League|ST|92|86|81|95|94|38|65
Oyarzabal|Real Sociedad|LaLiga Santander|LW|92|86|91|92|92|44|68
Sergio Ramos|Paris SG|Ligue 1 Uber Eats|CB|92|81|70|78|72|95|89
Roberto Firmino|Liverpool|Premier League|CF|92|87|90|92|92|61|82
Kenny Dalglish|Icons|Icons|ST|92|89|86|90|91|41|67
Miroslav Klose|Icons|Icons|ST|92|85|95|72|85|46|81
Christian Vieri|Icons|Icons|ST|92|82|93|93|89|78|86
Laurent Blanc|Icons|Icons|CB|92|84|91|86|90|37|78
Patrick Vieira|Icons|Icons|CM|92|70|45|68|58|94|90
Michael Laudrup|Icons|Icons|CAM|92|83|92|89|92|43|67
Gheorghe Hagi|Icons|Icons|LM|92|88|91|73|86|36|76
Fernando Hierro|Icons|Icons|CB|92|94|90|80|92|41|68
Pavel Nedvěd|Icons|Icons|CAM|92|68|64|83|78|93|85
Robert Pirès|Icons|Icons|LM|92|92|93|81|91|44|75
David Trezeguet|Icons|Icons|ST|92|88|92|82|90|47|75
Steven Gerrard|Icons|Icons|CM|92|86|91|74|85|37|82
Dennis Bergkamp|Icons|Icons|CF|92|95|93|81|90|47|83
Carles Puyol|Icons|Icons|CB|92|73|80|95|91|71|67
Alessandro Del Piero|Icons|Icons|CF|92|92|88|89|92|41|80
Gary Lineker|Icons|Icons|ST|92|92|93|86|92|50|86
Emilio Butragueño|Icons|Icons|ST|92|87|91|88|92|44|78
Bobby Moore|Icons|Icons|CB|92|80|43|63|68|95|85
Hugo Sánchez|Icons|Icons|ST|92|72|42|65|67|94|86
Raúl|Icons|Icons|CF|92|86|63|88|85|90|81
Ruud van Nistelrooy|Icons|Icons|ST|92|80|87|95|88|69|82
Samuel Eto'o|Icons|Icons|ST|92|90|80|90|91|44|67
Andrea Pirlo|Icons|Icons|CM|92|90|92|73|90|40|90
Luís Figo|Icons|Icons|RW|92|74|93|86|86|49|85
Hristo Stoichkov|Icons|Icons|ST|92|91|86|90|92|85|86
Rivaldo|Icons|Icons|LW|92|98|89|82|93|37|79
Fabio Cannavaro|Icons|Icons|CB|92|95|87|92|93|43|77
Alessandro Nesta|Icons|Icons|CB|92|84|86|95|89|83|80
Javier Zanetti|Icons|Icons|RB|92|91|88|88|94|43|72
David Beckham|Icons|Icons|RM|92|93|92|82|87|56|81
Ryan Giggs|Icons|Icons|LM|92|91|86|90|92|85|86
Dušan Vlahović|Piemonte Calcio|Serie A TIM|ST|92|90|88|93|94|62|76
Harry Kane|Spurs|Premier League|ST|92|93|91|85|93|43|84
Ryan Gravenberch|Ajax|Eredivisie|CM|92|81|90|85|91|42|82
Kylian Mbappé|Paris SG|Ligue 1 Uber Eats|ST|92|80|90|94|91|75|82
Ferran Torres|FC Barcelona|LaLiga Santander|RW|92|94|95|80|87|47|93
Toni Kroos|Real Madrid|LaLiga Santander|CM|92|88|54|72|76|93|90
Riyad Mahrez|Manchester City|Premier League|RW|92|93|92|85|93|49|80
Jamie Vardy|Leicester City|Premier League|ST|92|76|78|89|87|86|83
Ryan Gravenberch|Ajax|Eredivisie|CM|92|80|68|79|85|89|86
Florian Wirtz|Leverkusen|Bundesliga|CAM|92|78|87|94|89|65|80
Ferran Torres García|FC Barcelona|LaLiga Santander|ST|92|93|91|86|93|48|81
Karim Benzema|Real Madrid|LaLiga Santander|CF|92|88|94|83|90|35|78
Bruno Fernandes|Manchester Utd|Premier League|CAM|92|88|94|84|89|35|77
Erling Haaland|Borussia Dortmund|Bundesliga|ST|92|89|95|90|91|47|77
Raphaël Varane|Manchester Utd|Premier League|CB|92|90|86|92|94|41|67
Mohamed Salah|Liverpool|Premier League|RW|92|82|56|74|68|95|81
Joshua Kimmich|FC Bayern München|Bundesliga|CDM|92|89|94|84|89|35|76
N'Golo Kanté|Chelsea|Premier League|CM|92|78|92|79|86|44|82
Kevin De Bruyne|Manchester City|Premier League|CAM|92|99|86|92|94|44|80
Mohamed Salah|Liverpool|Premier League|RW|92|93|91|88|91|80|86
Cristiano Ronaldo|Manchester Utd|Premier League|ST|92|93|91|88|90|64|77
Neymar Jr|Paris SG|Ligue 1 Uber Eats|LW|92|85|81|86|85|92|91
Cristiano Ronaldo|Manchester Utd|Premier League|ST|92|88|86|91|90|93|92
Ferenc Puskás|Icons|Icons|ST|92|96|87|91|95|43|73
Garrincha|Icons|Icons|RW|92|93|84|88|90|87|91
Paolo Maldini|Icons|Icons|CB|92|86|80|87|88|91|95
Cristiano Ronaldo|Manchester Utd|Premier League|ST|92|85|83|96|91|80|82
Robert Lewandowski|FC Bayern München|Bundesliga|ST|92|91|48|68|78|92|90
Grady Diangana|West Brom|EFL Championship|LW|91|92|88|90|92|68|86
Fabien Centonze|FC Metz|Ligue 1 Uber Eats|ST|91|93|87|91|92|63|75
Lars Ricken|Germany 1. Bundesliga|Bundesliga|RM|91|94|91|86|93|56|93
Thomas Delaney|Sevilla FC|LaLiga Santander|CB|91|86|60|75|81|90|98
Daley Blind|Ajax|Eredivisie|CDM|91|90|89|92|94|65|75
Everton|SL Benfica|Liga Portugal|ST|91|88|83|91|88|90|94
Yannick Gerhardt|VfL Wolfsburg|Bundesliga|LWB|91|90|95|82|87|48|97
Federico Lértora|Colón|Liga Profesional de Fútbol|CDM|91|98|93|89|92|55|85
Cesc Fàbregas|AS Monaco|Ligue 1 Uber Eats|CM|91|95|94|92|91|67|84
Maracás|Paços Ferreira|Liga Portugal|CB|91|87|84|92|92|84|83
Anthony Knockaert|Fulham|EFL Championship|RM|91|88|91|93|92|85|86
Arianit Ferati|Fortuna Sittard|Eredivisie|CAM|91|88|60|78|83|91|92
Johnny Russell|Sporting KC|Major League Soccer|RW|91|93|78|87|89|91|90
Walker Zimmerman|Nashville SC|Major League Soccer|CB|91|94|65|85|86|90|91
Maxi Moralez|New York City FC|Major League Soccer|CAM|91|88|61|82|83|93|93
Tomáš Holeš|Slavia Praha|Česká Liga|CDM|91|90|85|90|91|86|91
Bartholomew Ogbeche|Hyderabad FC|Hero Indian Super League|ST|91|87|43|78|83|92|93
Ivi López|Raków|PKO Bank Polski Ekstraklasa|LF|91|90|65|86|85|86|84
Florin Tănase|FCSB|Liga I|CF|91|85|56|71|84|93|88
Maxime Lopez|Sassuolo|Serie A TIM|CM|91|94|87|92|92|65|72
Téji Savanier|Montpellier|Ligue 1 Uber Eats|CAM|91|95|74|90|91|87|78
Cristian Romero|Spurs|Premier League|CB|91|94|88|91|96|59|70
Emerson|OL|Ligue 1 Uber Eats|LB|91|92|68|85|85|90|93
Daniel Muñoz|KRC Genk|1A Pro League|RB|91|88|93|84|91|58|91
Dante|OGC Nice|Ligue 1 Uber Eats|CB|91|92|88|90|95|60|74
Mattéo Guendouzi|OM|Ligue 1 Uber Eats|CM|91|88|48|72|82|90|93
William Saliba|OM|Ligue 1 Uber Eats|CB|91|99|63|85|90|89|89
Andrew Robertson|Liverpool|Premier League|LB|91|91|92|82|91|44|92
Sebastián Coates|Sporting CP|Liga Portugal|CB|91|95|90|84|90|58|91
Pablo Sarabia|Sporting CP|Liga Portugal|RW|91|95|85|89|92|73|76
Jesús Navas|Sevilla FC|LaLiga Santander|RB|91|94|90|84|94|66|85
Muniain|Athletic Club|LaLiga Santander|LM|91|90|89|93|93|74|90
Joško Gvardiol|RB Leipzig|Bundesliga|CB|91|98|85|87|97|49|78
Odion Ighalo|Al Hilal|MBS Pro League|ST|91|87|80|88|92|88|89
Christian Cueva|Al Fateh|MBS Pro League|LW|91|93|91|86|89|75|93
Nico Schlotterbeck|SC Freiburg|Bundesliga|CB|91|82|56|72|74|91|91
Jeremie Frimpong|Leverkusen|Bundesliga|RB|91|89|86|92|94|81|81
Dominic Solanke|AFC Bournemouth|EFL Championship|ST|91|84|85|92|90|86|87
Andreas Weimann|Bristol City|EFL Championship|CAM|91|89|91|89|92|81|88
Bukayo Saka|Arsenal|Premier League|RM|91|94|86|84|91|48|71
Diogo Jota|Liverpool|Premier League|CF|91|91|89|90|93|78|83
Sébastien Haller|Ajax|Eredivisie|ST|91|96|91|87|95|42|83
Orkun Kökçü|Feyenoord|Eredivisie|CM|91|87|95|83|92|46|78
Antony|Ajax|Eredivisie|RW|91|93|81|86|88|90|88
Fred|Manchester Utd|Premier League|CDM|91|83|71|91|83|89|84
Tim Cahill|England Premier League|Premier League|ST|91|83|81|84|82|91|88
José Fonte|LOSC Lille|Ligue 1 Uber Eats|CB|91|94|92|76|90|49|71
Christopher Nkunku|RB Leipzig|Bundesliga|ST|91|86|84|92|92|52|71
Koke|Atlético de Madrid|LaLiga Santander|CM|91|90|86|86|95|41|64
Clint Dempsey|USA Major League Soccer|Major League Soccer|CAM|91|83|70|82|81|89|90
Raheem Sterling|Manchester City|Premier League|RW|91|85|94|86|87|37|65
Houssem Aouar|OL|Ligue 1 Uber Eats|CAM|91|91|93|75|90|39|75
Anthony Martial|Sevilla FC|LaLiga Santander|ST|91|81|94|89|89|75|83
Davor Šuker|Icons|Icons|ST|91|88|94|89|93|44|65
Gianluca Zambrotta|Icons|Icons|RB|91|91|89|86|88|45|72
Guardiola|Icons|Icons|CDM|91|92|88|92|91|85|89
Frank Rijkaard|Icons|Icons|CDM|91|88|91|90|92|41|85
Luis Hernández|Icons|Icons|ST|91|85|51|64|66|92|86
Deco|Icons|Icons|LM|91|93|86|87|95|40|71
Jay-Jay Okocha|Icons|Icons|CAM|91|75|88|87|87|60|77
Claude Makélélé|Icons|Icons|CDM|91|85|94|87|90|46|74
Jari Litmanen|Icons|Icons|CAM|91|84|52|64|66|95|94
Hernán Crespo|Icons|Icons|ST|91|86|92|72|86|45|81
Frank Lampard|Icons|Icons|CM|91|86|81|83|83|92|91
Gianfranco Zola|Icons|Icons|CF|91|82|89|92|88|79|87
Heung Min Son|Spurs|Premier League|LW|91|92|91|78|88|50|76
Daniel Caligiuri|FC Augsburg|Bundesliga|RM|91|84|84|83|81|89|92
Nani|Venezia|Serie A TIM|CAM|91|85|51|69|68|93|88
José María Giménez|Atlético de Madrid|LaLiga Santander|CB|91|80|73|86|85|91|91
Jadon Sancho|Manchester Utd|Premier League|RM|91|83|93|75|85|37|68
Thomas Müller|FC Bayern München|Bundesliga|CAM|91|88|84|90|91|45|81
Robin van Persie|Icons|Icons|ST|91|88|88|76|82|41|81
Nemanja Vidić|Icons|Icons|CB|91|79|69|70|78|92|86
Ian Rush|Icons|Icons|ST|91|92|83|84|81|86|86
Michaël Essien|Icons|Icons|CDM|91|83|80|82|85|90|91
Juan Sebastián Verón|Icons|Icons|CM|91|86|88|80|83|41|82
Henrik Larsson|Icons|Icons|ST|91|85|79|90|92|38|64
Emmanuel Petit|Icons|Icons|CDM|91|84|90|91|90|45|84
Rio Ferdinand|Icons|Icons|CB|91|83|89|90|90|43|65
Roy Keane|Icons|Icons|CM|91|73|68|76|70|93|87
Filippo Inzaghi|Icons|Icons|ST|91|91|86|88|92|44|73
Rui Costa|Icons|Icons|CAM|91|76|86|89|86|86|86
Miroslav Klose|Icons|Icons|ST|91|87|72|87|87|90|73
Laurent Blanc|Icons|Icons|CB|91|89|92|83|88|55|89
Roberto Carlos|Icons|Icons|LB|91|93|90|79|88|45|78
Patrick Vieira|Icons|Icons|CM|91|90|92|77|82|47|90
Patrick Kluivert|Icons|Icons|ST|91|70|87|93|93|32|69
Michael Laudrup|Icons|Icons|CAM|91|77|90|90|85|77|84
Sócrates|Icons|Icons|CAM|91|88|92|72|87|34|75
Ronald Koeman|Icons|Icons|CB|91|85|88|90|90|60|81
Gheorghe Hagi|Icons|Icons|CAM|91|81|92|70|82|45|80
Fernando Hierro|Icons|Icons|CB|91|90|89|70|88|34|67
Kaká|Icons|Icons|CAM|91|81|90|88|83|81|86
Bastian Schweinsteiger|Icons|Icons|CM|91|88|82|88|89|40|64
Philipp Lahm|Icons|Icons|RB|91|80|87|90|88|68|82
Wayne Rooney|Icons|Icons|ST|91|83|52|66|67|90|90
Fernando Torres|Icons|Icons|ST|91|72|87|91|80|64|82
Didier Drogba|Icons|Icons|ST|91|81|93|77|78|52|85
Juan Román Riquelme|Icons|Icons|CAM|91|90|89|88|91|62|80
Steven Gerrard|Icons|Icons|CM|91|85|80|88|91|90|87
Andriy Shevchenko|Icons|Icons|ST|91|81|62|73|75|93|88
Pavel Nedvěd|Icons|Icons|LM|91|90|88|87|92|50|80
David Trezeguet|Icons|Icons|ST|91|95|92|88|90|62|87
Michael Owen|Icons|Icons|ST|91|93|87|89|91|48|81
Michael Ballack|Icons|Icons|CM|91|93|86|84|91|46|80
Robert Pirès|Icons|Icons|LM|91|74|77|88|86|85|81
Clarence Seedorf|Icons|Icons|CAM|91|90|92|76|90|40|84
Marcel Desailly|Icons|Icons|CB|91|95|86|83|91|48|71
Paul Scholes|Icons|Icons|CM|91|86|34|57|72|93|92
Alan Shearer|Icons|Icons|ST|91|78|89|84|90|41|80
Henrikh Mkhitaryan|Roma FC|Serie A TIM|CF|91|90|92|88|89|41|89
Allan|Everton|Premier League|CDM|91|79|67|77|84|88|84
Virgil van Dijk|Liverpool|Premier League|CB|91|72|92|84|85|48|84
Kai Havertz|Chelsea|Premier League|CAM|91|92|90|84|92|47|79
Gareth Bale|Real Madrid|LaLiga Santander|ST|91|79|88|84|90|41|80
Emile Smith Rowe|Arsenal|Premier League|CAM|91|97|88|80|92|36|77
Sadio Mané|Liverpool|Premier League|LW|91|84|86|91|90|73|81
Joshua Kimmich|FC Bayern München|Bundesliga|CDM|91|88|82|89|90|38|60
Mauro Icardi|Paris SG|Ligue 1 Uber Eats|ST|91|91|89|88|93|41|72
Raheem Sterling|Manchester City|Premier League|LW|91|93|93|88|90|42|74
Kalidou Koulibaly|Napoli|Serie A TIM|CB|91|69|48|74|70|94|80
Karim Benzema|Real Madrid|LaLiga Santander|CF|91|79|92|75|87|40|70
Zlatan Ibrahimović|Milan|Serie A TIM|ST|91|91|86|88|92|36|79
N'Golo Kanté|Chelsea|Premier League|CM|91|93|87|87|94|38|76
Harry Kane|Spurs|Premier League|ST|91|87|84|86|77|89|82
Mohamed Salah|Liverpool|Premier League|RW|91|89|91|78|83|42|86
Karim Benzema|Real Madrid|LaLiga Santander|CF|91|87|93|82|88|34|75
Kylian Mbappé|Paris SG|Ligue 1 Uber Eats|ST|91|76|86|93|88|64|78
Zinedine Zidane|Icons|Icons|CM|91|91|83|86|94|37|63
Roberto Baggio|Icons|Icons|CAM|91|97|88|80|92|36|77
Johan Cruyff|Icons|Icons|CF|91|87|94|90|87|87|94
Eusébio|Icons|Icons|CF|91|97|87|93|92|60|88
Franco Baresi|Icons|Icons|CB|91|99|89|86|91|62|88
Marco van Basten|Icons|Icons|ST|91|93|78|84|82|88|88
Ronaldinho|Icons|Icons|CAM|91|85|60|75|78|91|97
Diego Maradona|Icons|Icons|CAM|91|90|88|92|93|56|83
Lothar Matthäus|Icons|Icons|CDM|91|85|70|90|85|85|94
Pelé|Icons|Icons|CF|91|93|58|85|90|90|87
Romelu Lukaku|Chelsea|Premier League|ST|91|94|85|90|92|51|76
Cristiano Ronaldo|Manchester Utd|Premier League|ST|91|92|72|85|83|88|95
Kevin De Bruyne|Manchester City|Premier League|CM|91|90|85|86|93|84|70
Neymar Jr|Paris SG|Ligue 1 Uber Eats|LW|91|82|47|70|77|92|90
Kylian Mbappé|Paris SG|Ligue 1 Uber Eats|ST|91|80|60|82|77|90|92
Radja Nainggolan|Royal Antwerp FC|1A Pro League|CAM|90|99|88|88|92|75|80
Maurice Cova|Dep. Táchira|CONMEBOL Libertadores|CAM|90|91|65|83|87|84|98
Anderson Plata|Deportes Tolima|CONMEBOL Sudamericana|RM|90|87|88|91|95|48|74
Matías Catalán|Talleres|CONMEBOL Sudamericana|CB|90|90|92|80|88|47|84
Guillermo Burdisso|Lanús|CONMEBOL Sudamericana|CB|90|93|89|84|90|44|87
Lucas Zelarayán|Columbus Crew|Major League Soccer|CAM|90|87|87|91|90|76|82
Jack Price|Colorado Rapids|Major League Soccer|CDM|90|96|62|86|88|86|91
Claudio Bravo|Portland Timbers|Major League Soccer|LB|90|97|80|85|91|87|88
Strefezza|Lecce|Calcio B|RM|90|89|86|90|90|51|72
Rasmus Kristensen|RB Salzburg|Österreichische Fußball-Bundesliga|RB|90|86|85|87|88|86|93
Vitaliy Buyalskyi|Dynamo Kyiv|Ukrayina Liha|CM|90|93|84|90|94|72|78
Bremer|Torino|Serie A TIM|CB|90|91|89|90|92|75|84
Wesley Hoedt|RSC Anderlecht|1A Pro League|CB|90|92|87|90|91|83|85
Faïz Selemani|KV Kortrijk|1A Pro League|LM|90|89|50|83|86|92|90
Vinicius Souza|KV Mechelen|1A Pro League|CDM|90|90|95|82|91|45|85
Alexandru Maxim|Gaziantep|Süper Lig|CM|90|93|91|80|87|30|87
Michy Batshuayi|Beşiktaş|Süper Lig|ST|90|88|60|78|84|91|91
Umut Bozok|Kasımpaşa|Süper Lig|ST|90|96|87|89|94|55|82
Miha Zajc|Fenerbahçe|Süper Lig|CM|90|93|75|86|88|89|91
Guilherme Sityá|Konyaspor|Süper Lig|LB|90|97|88|87|94|62|92
Jonathan Clauss|RC Lens|Ligue 1 Uber Eats|RWB|90|82|84|88|87|88|92
Ángel Di María|Paris SG|Ligue 1 Uber Eats|RM|90|92|87|90|92|50|78
Mateus Uribe|FC Porto|Liga Portugal|CM|90|95|87|90|91|75|87
Otávio|FC Porto|Liga Portugal|RM|90|99|76|87|91|85|90
Pedrinho|Gil Vicente|Liga Portugal|CAM|90|91|91|80|86|56|99
Rick Karsdorp|Roma FC|Serie A TIM|RM|90|87|90|91|93|68|85
Marcos Senesi|Feyenoord|Eredivisie|CB|90|84|50|77|78|87|96
De Tomás|RCD Espanyol|LaLiga Santander|ST|90|97|77|85|90|84|90
Léandre Tawamba|Al Taawoun|MBS Pro League|ST|90|95|88|83|92|40|83
Connor Goldson|Rangers|cinch Premiership|CB|90|82|77|90|89|91|91
Carlos Júnior|Al Shabab|MBS Pro League|RM|90|94|90|85|92|38|80
Danny da Costa|Frankfurt|Bundesliga|RWB|90|96|90|87|92|40|80
Salem Al Dawsari|Al Hilal|MBS Pro League|LM|90|87|88|95|90|77|84
Bruno Henrique|Al Ittihad|MBS Pro League|CDM|90|90|63|80|87|90|93
Vincenzo Grifo|SC Freiburg|Bundesliga|LM|90|95|90|87|92|51|84
Filip Kostić|Frankfurt|Bundesliga|LM|90|86|90|82|90|50|80
David Raum|TSG Hoffenheim|Bundesliga|LB|90|87|88|89|92|85|92
Adebayo Akinfenwa|Wycombe|EFL League One|ST|90|87|76|87|93|88|87
John Swift|Reading|EFL Championship|CAM|90|89|64|84|84|85|82
Jon Guthrie|Northampton|EFL League Two|CB|90|90|88|93|92|48|80
Nicky Cadden|Forest Green|EFL League Two|LWB|90|85|87|95|88|81|84
Chris Willock|QPR|EFL Championship|ST|90|89|90|72|86|42|82
Morgan Gibbs-White|Sheffield Utd|EFL Championship|CAM|90|92|92|80|90|45|82
Rodri|Manchester City|Premier League|CDM|90|86|56|81|79|90|93
Carlos Vela|LAFC|Major League Soccer|RW|90|84|81|90|93|82|80
Giacomo Raspadori|Sassuolo|Serie A TIM|CAM|90|93|90|86|91|71|85
Parejo|Villarreal CF|LaLiga Santander|CM|90|97|88|85|90|54|85
Jurriën Timber|Ajax|Eredivisie|CB|90|90|92|72|84|43|80
Cody Gakpo|PSV|Eredivisie|LM|90|73|87|86|85|59|75
Gerard Moreno|Villarreal CF|LaLiga Santander|ST|90|85|55|77|81|90|85
John McGinn|Aston Villa|Premier League|CDM|90|99|90|86|95|62|77
Maxence Caqueret|OL|Ligue 1 Uber Eats|CM|90|88|85|91|93|79|79
Andrew Robertson|Liverpool|Premier League|LB|90|92|90|84|90|49|88
Dimitri Payet|OM|Ligue 1 Uber Eats|CAM|90|85|45|73|81|92|87
James Ward-Prowse|Southampton|Premier League|CM|90|90|89|89|93|44|86
Ciro Immobile|Latium|Serie A TIM|ST|90|86|88|90|92|80|88
Jermain Defoe|Sunderland|EFL League One|ST|90|84|80|86|86|90|88
Tyrone Mings|Aston Villa|Premier League|CB|90|91|72|84|86|90|81
Thiago|Liverpool|Premier League|CM|90|92|88|89|93|47|87
Ivan Perišić|Inter|Serie A TIM|LM|90|80|67|74|75|93|91
Gabriel Martinelli|Arsenal|Premier League|LM|90|84|47|62|56|93|92
Ian Wright|Icons|Icons|ST|90|78|65|88|81|88|83
Thomas Müller|FC Bayern München|Bundesliga|CAM|90|76|85|90|85|77|85
John Stones|Manchester City|Premier League|CB|90|83|91|74|83|40|84
Gelson Martins|AS Monaco|Ligue 1 Uber Eats|RM|90|90|89|76|85|48|73
Christopher Nkunku|RB Leipzig|Bundesliga|CF|90|95|82|81|89|47|67
Ezequiel Ávila|CA Osasuna|LaLiga Santander|ST|90|85|91|82|91|45|77
Stefan de Vrij|Inter|Serie A TIM|CB|90|77|76|83|80|90|87
Nabil Fekir|Real Betis|LaLiga Santander|CAM|90|92|88|74|89|48|70
Lucas Paquetá|OL|Ligue 1 Uber Eats|CM|90|78|50|62|64|93|91
Declan Rice|West Ham|Premier League|CDM|90|83|79|91|90|51|70
Ashley Cole|Icons|Icons|LB|90|85|76|81|82|90|90
John Barnes|Icons|Icons|LM|90|89|90|72|89|38|73
Gennaro Gattuso|Icons|Icons|CDM|90|83|49|67|65|91|86
Sol Campbell|Icons|Icons|CB|90|82|89|84|84|36|64
Guardiola|Icons|Icons|CDM|90|74|90|88|84|73|81
Juan Sebastián Verón|Icons|Icons|CM|90|77|79|82|78|87|89
Christian Vieri|Icons|Icons|ST|90|86|91|88|91|43|63
Henrik Larsson|Icons|Icons|ST|90|79|91|69|83|36|65
Marc Overmars|Icons|Icons|LM|90|86|81|88|88|44|79
Davor Šuker|Icons|Icons|ST|90|87|83|84|94|40|60
Frank Rijkaard|Icons|Icons|CDM|90|72|71|85|81|87|89
